Go.	Va !
I don't like snow.	Je n'aime pas la neige.
I don't like that.	Je n'aime pas cela.
I don't like that.	Je n'aime pas ça.
I don't like this.	Je n'aime pas cela.
I don't need luck.	Je n'ai pas besoin de chance.
I don't negotiate.	Je ne négocie pas.
I don't want meat.	Je ne veux pas de viande.
I don't want that.	Je ne veux pas de ça !
I don't work here.	Je ne travaille pas ici.
I drank the water.	Je bus l'eau.
I drank the water.	J'ai bu l'eau.
I dropped my keys.	J'ai fait tomber mes clés.
I enjoy traveling.	J’aime voyager.
I enjoy traveling.	J'ai plaisir à voyager.
I feel better now.	Je me sens mieux, maintenant.
I feel really bad.	Je me sens vraiment mal.
I feel ridiculous.	Je me sens ridicule.
I feel safer here.	Je me sens plus en sécurité, ici.
I feel safer here.	Je me sens davantage en sécurité, ici.
I feel their pain.	Je compatis à leur douleur.
I feel vulnerable.	Je me sens vulnérable.
I feel well today.	Aujourd'hui, je vais bien.
I felt threatened.	Je me suis senti menacé.
I felt threatened.	Je me suis senti menacée.
I felt very happy.	Je me sentais très heureux.
I felt very happy.	Je me sentais très heureuse.
I finally escaped.	Je me suis finalement échappé.
I finally escaped.	Je m'échappai finalement.
I finally gave up.	J'ai fini par abandonner.
I finally gave up.	J'ai fini par laisser tomber.
I find that funny.	Je trouve ça drôle.
I forgot my scarf.	J'ai oublié mon cache-nez.
I forgot the book.	J'ai oublié le livre.
I forgot the book.	J'oubliai le livre.
I found a way out.	J'ai trouvé une issue.
I found him a job.	Je lui ai trouvé un travail.
I found him a job.	Je lui ai dégoté un emploi.
I found the money.	J’ai trouvé l’argent.
I gave him a call.	Je lui ai téléphoné.
I gave him a call.	Je lui ai donné un coup de fil.
I gave you a book.	Je t'ai donné un livre.
I get good grades.	J'ai de bonnes notes.
I get the picture.	J'ai compris.
I got a bee sting.	J'ai été piqué par une abeille.
I got a flat tire.	J'ai crevé un pneu.
I got first place.	J'ai obtenu la première place.
I got it for free.	Je l’ai eu gratuitement.
I got left behind.	On m'a laissé derrière.
I got my hair cut.	Je me suis fait couper les cheveux.
I got off lightly.	Je m'en suis bien sorti.
I got off lightly.	Je m'en suis bien sortie.
I got off lightly.	Je m'en suis tiré à bon compte.
I got off lightly.	Je m'en suis tirée à bon compte.
I got soaking wet.	Je me suis fait tremper.
I got soaking wet.	Je me suis trempé.
I got soaking wet.	Je me suis trempée.
I got very sleepy.	Je me mis à avoir très sommeil.
I guess it's true.	Je suppose que c'est vrai.
I guess that's OK.	Je suppose que c'est d'accord.
I guess that's OK.	Je suppose que ça va.
I guess that's OK.	Je suppose que ça passe.
I had a bad dream.	J'ai fait un mauvais rêve.
I had a breakdown.	J'avais une panne.
I had a good idea.	J'ai eu une bonne idée.
I had a nightmare.	J'ai fait un cauchemar.
I had a rough day.	J'ai eu une journée chahutée.
I had an accident.	Feci un incidente.
I had fun with it.	Je m'en suis amusé.
I had stuff to do.	J'ai eu des trucs à faire.
I hate being late.	Je déteste être en retard.
I hate exercising.	J'ai horreur de faire du sport.
I hate hypocrites.	J'ai les hypocrites en horreur.
I hate mosquitoes.	Je déteste les moustiques.
I hate my brother.	Je déteste mon frère.
I hate my parents.	Je déteste mes parents.
I hate rainy days.	Je déteste les jours pluvieux.
I hate rainy days.	Je déteste les journées pluvieuses.
I hate that color.	Je déteste cette couleur.
I hate that movie.	Je déteste ce film.
I hate this music.	Je déteste cette musique.
I hate this place.	Je déteste cet endroit.
I hate this store.	Je déteste ce magasin.
I hate this thing.	Je déteste cette chose.
I hate to do this.	Je déteste faire ça.
I have Tom's keys.	J'ai les clefs de Tom.
I have a backache.	J'ai une douleur au dos.
I have a bad cold.	J'ai un mauvais rhume.
I have a computer.	Je possède un ordinateur.
I have a computer.	Je dispose d'un ordinateur.
I have a cut here.	J'ai une coupure ici.
I have a daughter.	J'ai une fille.
I have a hangover.	J'ai la gueule de bois.
I have a headache.	J’ai mal au crâne.
I have a passport.	J'ai un passeport.
I have a proposal.	J'ai une proposition.
I have a question.	J'ai une question.
I have a solution.	J'ai une solution.
I have an earache.	J'ai une otite.
I have an old car.	J'ai une vieille voiture.
I have an old car.	Ma voiture est vieille.
I have an old car.	Je possède une vieille voiture.
I have apologized.	J'ai présenté mes excuses.
I have bad breath.	J'ai mauvaise haleine.
I have been loved.	J'ai été aimé.
I have been loved.	J'ai été aimée.
I have brown hair.	J'ai les cheveux châtains.
I have everything.	J'ai tout.
I have many books.	J'ai beaucoup de livres.
I have many discs.	J'ai beaucoup de disques.
I have no comment.	Je n'ai aucun commentaire.
I have no friends.	Je n'ai pas d'amis.
I have no friends.	Je n'ai aucun ami.
I have no friends.	Je n'ai aucune amie.
I have no friends.	Je n'ai pas d'amies.
I have no privacy.	Je n'ai pas d'intimité.
I have no regrets.	Je n'ai pas de regrets.
I have no sisters.	Je n'ai pas de sœurs.
I have one sister.	J'ai une sœur.
I have some gifts.	J'ai des cadeaux.
I have some money.	J'ai un peu d'argent.
I have three dogs.	J'ai trois chiens.
I have to do this.	Je dois le faire.
I have to go back.	Il faut que je m'en retourne.
I have to go back.	Il faut que j'y retourne.
I have to go home.	Je dois rentrer chez moi.
I have to go home.	Je dois me rendre chez moi.
I haven't decided.	Je n'ai pas décidé.
I haven't started.	Je n'ai pas commencé.
I heard screaming.	J'ai entendu crier.
I heard something.	J'ai entendu quelque chose.
I held his sleeve.	Je l'ai tenu par la manche.
I hit the jackpot.	J'ai tiré le gros lot.
I hope he's wrong.	J'espère qu'il a tort.
I hope she's safe.	J'espère qu'elle est saine et sauve.
I hope she's safe.	J'espère qu'elle est en sécurité.
I hope that helps.	J'espère que cela aide.
I hope this works.	J'espère que ça fonctionne.
I hope this works.	J'espère que ça marche.
I hope to see you.	J'espère vous voir.
I hope we survive.	J'espère que nous survivrons.
I itch everywhere.	Ça me gratte de partout.
I just can't wait.	Je suis très impatient.
I just can't wait.	Je suis très impatiente.
I just can't wait.	J'ai vraiment hâte.
I just dropped in.	Je ne fais que passer.
I just feel awful.	Je me sens juste affreusement mal.
I just gave blood.	Je viens de donner mon sang.
I just got bitten.	Je viens de me faire mordre.
I just got tenure.	Je viens d'en obtenir le titre de propriété.
I just got tenure.	Je viens d'être titularisé.
I just got tenure.	Je viens d'être titularisée.
I just ignore Tom.	J'ignore simplement Tom.
I just remembered.	Je viens de me le rappeler.
I just remembered.	Je viens de m'en souvenir.
I kept on reading.	J'ai continué à lire.
I knew who did it.	Je savais qui l'avait fait.
I knew who he was.	Je savais qui il était.
I knew you'd come.	Je savais que tu viendrais.
I know a shortcut.	Je connais un raccourci.
I know everything.	Je sais tout.
I know he is busy.	Je sais qu'il est occupé.
I know his family.	Je connais sa famille.
I know how to fly.	Je sais voler.
I know how to ski.	Je sais skier.
I know how to win.	Je sais comment gagner.
I know it was you.	Je sais que c'était toi.
I know it's a lie.	Je sais que c'est un mensonge.
I know it's a lie.	Je sais qu'il s'agit d'un mensonge.
I know what I did.	Je sais ce que j'ai fait.
I know what to do.	Je sais quoi faire.
I know who did it.	Je sais qui l'a fait.
I know you did it.	Je sais que tu l'as fait.
I know you did it.	Je sais que vous l'avez fait.
I lack confidence.	Je manque de confiance.
I left you a note.	Je vous laissai une note.
I left you a note.	Je te laissai une note.
I left you a note.	Je vous ai laissé une note.
I left you a note.	Je t'ai laissé une note.
I let the dog out.	J'ai laissé sortir le chien.
I lied about that.	J'ai menti à ce sujet.
I like challenges.	J'aime les défis.
I like coffee hot.	J'aime le café brûlant.
I like folk songs.	J'aime les chansons populaires.
I like it so much.	Je l'aime tant !
I like sauerkraut.	J'aime la choucroute.
I like short hair.	J'aime les cheveux courts.
I like that shirt.	J'aime cette chemise.
I like that skirt.	J'aime cette jupe.
I like the colors.	J'en apprécie les couleurs.
I like these hats.	J'aime ces chapeaux.
I like these hats.	Ces chapeaux me plaisent.
I like this color.	J'aime cette couleur.
I like this model.	J'aime ce mannequin.
I like those odds.	J'aime ces probabilités.
I like to be here.	J'aime être ici.
I like to be here.	J'aime me trouver ici.
I like what I see.	J'aime ce que je vois.
I like your beard.	J'aime ta barbe.
I like your beard.	J'aime votre barbe.
I like your dress.	J'aime ta robe.
I like your dress.	J'aime votre robe.
I like your house.	J'aime votre maison.
I like your place.	J'aime ton appartement.
I like your place.	J'aime bien chez toi.
I like your place.	J'aime bien chez vous.
I like your place.	J'aime votre appartement.
I like your scarf.	J'aime ton écharpe.
I like your shoes.	J'aime vos souliers.
I like your shoes.	J'aime tes souliers.
I like your shoes.	J'aime vos chaussures.
I like your shoes.	J'aime tes chaussures.
I like your smile.	J'aime ton sourire.
I like your smile.	J'aime votre sourire.
I like your style.	J'aime ton style.
I like your style.	J'aime votre style.
I like your style.	J'apprécie votre style.
I like your style.	J'apprécie ton style.
I liked that book.	J'ai apprécié ce livre.
I liked this book.	J'ai apprécié ce livre.
I liked this film.	Ce film m'a plu.
I lit the candles.	J'ai allumé les bougies.
I live here alone.	Je vis seul ici.
I live here alone.	Je vis seule ici.
I live in a hotel.	Je vis à l'hôtel.
I live in comfort.	Je vis confortablement.
I locked the door.	Je verrouillai la porte.
I locked the door.	J'ai verrouillé la porte.
I lost an earring.	J'ai perdu une boucle d'oreille.
I lost everything.	J'ai tout perdu.
I lost my car key.	J'ai perdu les clés de ma voiture.
I lost my glasses.	J'ai perdu mes lunettes.
I love California.	J'aime la Californie.
I love all of you.	Je vous aime tous.
I love all of you.	Je vous adore tous.
I love all of you.	Je vous aime toutes.
I love all of you.	Je vous adore toutes.
I love doing this.	J'adore faire ça.
I love music, too.	Moi aussi, j'adore la musique.
I love my country.	J'aime mon pays.
I love my new job.	J'adore mon nouveau boulot.
I love my parents.	J'adore mes parents.
I love performing.	J'adore jouer en public.
I love that chair.	J'adore cette chaise.
I love that dress.	J'adore cette robe.
I love that movie.	J'adore ce film.
I love that place.	J'adore cet endroit.
I love that scarf.	J'adore cette écharpe.
I love that shirt.	J'adore cette chemise.
I love that story.	J'adore cette histoire.
I love this group.	J'aime ce groupe.
I love this photo.	J'adore cette photo.
I love this place.	J'adore cet endroit.
I love this store.	J'adore ce magasin.
I love this store.	Je raffole de ce magasin.
I love you anyway.	Je t'aime quand même.
I love you anyway.	Je vous aime quand même.
I love you people.	Je vous adore.
I love your dress.	J'adore votre robe.
I love your dress.	J'adore ta robe.
I love your house.	J'adore votre maison.
I love your house.	J'adore ta maison.
I love your place.	J'adore ton appartement.
I love your place.	J'adore ton appart.
I love your place.	J'adore votre appartement.
I loved that book.	J'ai adoré ce livre.
I loved that book.	J'ai adoré cet ouvrage.
I made a decision.	J'ai pris une décision.
I made a decision.	Je pris une décision.
I made fun of him.	Je me suis moqué de lui.
I made fun of him.	Je me moquai de lui.
I made you coffee.	Je t'ai fait du café.
I made you coffee.	Je vous ai fait du café.
I may outlive you.	Il se peut que je t'enterre.
I may outlive you.	Il se peut que je vous enterre.
I mean what I say.	Je pense ce que je dis.
I met your friend.	J’ai rencontré ton ami.
I miss my friends.	Mes amis me manquent.
I miss my friends.	Mes amies me manquent.
I miss my parents.	Mes parents me manquent.
I miss that place.	Ce lieu me manque.
I miss this place.	Cet endroit me manque.
I missed my train.	J'ai manqué mon train.
I missed you kids.	C'est vous qui m'avez manqués, les enfants.
I must eat slowly.	Il me faut manger lentement.
I need 30 minutes.	J'ai besoin de 30 minutes.
I need Tom's help.	J'ai besoin de l'aide de Tom.
I need a breather.	J'ai besoin d'une pause.
I need a breather.	J'ai besoin d'un répit.
I need a computer.	Il me faut un ordinateur.
I need a keyboard.	Il me faut un clavier.
I need a vacation!	J'ai besoin de vacances !
I need an ashtray.	Un cendrier s'il vous plaît.
I need more light.	Il me faut davantage de lumière.
I need more money.	J'ai besoin de davantage d'argent.
I need more power.	Il me faut davantage de pouvoir.
I need more power.	Il me faut davantage d'électricité.
I need more power.	J'ai besoin de plus de pouvoir.
I need more power.	J'ai besoin de plus d'électricité.
I need my privacy.	Il me faut mon intimité.
I need my privacy.	J'ai besoin de mon intimité.
I need protection.	J'ai besoin de protection.
I need some light.	J'ai besoin de lumière.
I need some paper.	J'ai besoin de papier.
I need some sleep.	J'ai besoin de sommeil.
I need some sugar.	J'ai besoin de sucre.
I need some water.	Il me faut de l'eau.
I need some water.	J'ai besoin d'eau.
I need this money.	J'ai besoin de cet argent.
I need to do this.	Il me faut le faire.
I need to go home.	Je dois aller chez moi.
I need to go home.	Il me faut aller à la maison.
I need volunteers.	J'ai besoin de volontaires.
I need volunteers.	Il me faut des volontaires.
I needed a change.	J'avais besoin de changement.
I never knew that.	Je n'ai jamais su ça.
I never knew that.	Je ne le sus jamais.
I never oversleep.	Je n'oublie jamais de me réveiller.
I never said that.	Je n'ai jamais dit cela.
I never went back.	Je n'y suis jamais retourné.
I never went back.	Je n'y suis jamais retournée.
I often drink tea.	Je bois souvent du thé.
I opened the door.	J'ouvris la porte.
I opened the door.	J'ai ouvert la porte.
I overslept again.	Je ne me suis pas réveillé, une fois de plus.
I overslept again.	Je ne me suis pas réveillée, une fois de plus.
I owe him my life.	Je lui dois la vie.
I owe him nothing.	Je ne lui dois rien.
I owe you a favor.	Je vous dois une faveur.
I owe you a favor.	Je te dois une faveur.
I owe you a lunch.	Je vous dois un déjeuner.
I owe you a lunch.	Je te dois un déjeuner.
I owe you my life.	Je vous dois la vie.
I owe you my life.	Je te dois la vie.
I owe you nothing.	Je ne te dois rien.
I owe you nothing.	Je ne vous dois rien.
I owe you so much.	Je vous dois tant.
I owe you so much.	Je te dois tant.
I paid in advance.	J'ai payé d'avance.
I plan on winning.	Je prévois de gagner.
I plan on winning.	Je prévois de l'emporter.
I play the violin.	Je joue du violon.
I played football.	J'ai joué au football.
I pulled a muscle.	Je me suis fait une entorse.
I punched his jaw.	Je l'ai frappé à la mâchoire.
